Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions,age_group,BPM_scaled,BPM_pca,Depression_Width_Bin,Hours_per_day_Equal_Freq_Bin
2022-08-28 19:30:49,18.0,YouTube Music,1.5,Yes,No,No,Pop,Yes,No,1589948.344992051,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,8.0,6.0,5.0,2.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Medium,0.0
2022-08-28 19:35:58,21.0,Spotify,5.0,Yes,Yes,Yes,Folk,Yes,Yes,128.0,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Rarely,9.0,4.0,0.0,3.0,Improve,I understand.,<30,-0.9999997439999997,-0.003179640693163566,Medium,2.0
2022-08-28 19:40:03,38.0,Spotify,0.5,No,No,No,Rock,Yes,Yes,1589948.344992051,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Never,4.0,6.0,6.0,4.0,Improve,I understand.,30-40,-0.996820103306836,1.1102230246251568e-16,Medium,0.0
2022-08-28 19:46:02,17.0,Spotify,2.0,Yes,No,No,Rock,No,Yes,1589948.344992051,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Very frequently,Very frequently,7.0,3.0,1.0,5.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Low,1.0
2022-08-28 19:46:57,35.0,Other streaming service,0.5,No,No,No,Pop,No,No,1589948.344992051,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,10.0,3.0,1.0,0.0,No effect,I understand.,30-40,-0.996820103306836,1.1102230246251568e-16,Low,0.0
2022-08-28 19:50:30,21.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,No,Yes,101.0,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,8.0,8.0,3.0,0.0,Improve,I understand.,<30,-0.9999997979999998,-0.0031796946931637042,High,1.0
2022-08-28 19:56:46,25.0,Apple Music,2.5,Yes,No,No,R&B,No,No,1589948.344992051,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,7.0,6.0,5.0,4.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Medium,1.0
2022-08-28 19:59:01,18.0,Spotify,2.0,Yes,Yes,No,K pop,Yes,Yes,98.0,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,7.0,2.0,3.0,5.0,Improve,I understand.,<30,-0.9999998039999998,-0.0031797006931636456,Low,1.0
2022-08-28 20:01:29,16.0,Apple Music,2.0,No,No,No,Pop,Yes,No,145.0,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10.0,3.5,5.0,10.0,Improve,I understand.,<30,-0.9999997099999998,-0.003179606693163639,Medium,1.0
2022-08-28 20:04:49,19.0,Spotify,1.0,Yes,No,No,Pop,Yes,Yes,94.0,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,7.0,5.0,1.0,2.0,Improve,I understand.,<30,-0.9999998119999998,-0.0031797086931636413,Medium,0.0
2022-08-28 20:12:05,31.0,Spotify,4.0,Yes,Yes,No,Classical,No,Yes,103.0,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,6.0,8.0,9.0,5.0,Improve,I understand.,30-40,-0.9999997939999998,-0.0031796906931637063,High,2.0
2022-08-28 20:14:02,26.0,Spotify,5.0,Yes,No,No,Rock,No,No,1589948.344992051,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Very frequently,Never,2.0,9.0,2.0,1.0,No effect,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,2.0
2022-08-28 20:14:47,16.0,Spotify,2.0,Yes,Yes,Yes,Rock,No,No,112.0,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,7.0,4.0,10.0,2.0,Improve,I understand.,<30,-0.9999997759999998,-0.0031796726931636603,Medium,1.0
2022-08-28 20:15:28,26.0,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,1589948.344992051,Very frequently,Rarely,Rarely,Very frequently,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Very frequently,Very frequently,7.0,5.0,6.0,0.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Medium,1.0
2022-08-28 20:20:20,17.0,Spotify,2.0,Yes,No,No,R&B,Yes,Yes,118.0,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,6.0,1.0,0.0,0.0,Improve,I understand.,<30,-0.9999997639999998,-0.0031796606931636666,Low,1.0
2022-08-28 20:20:52,22.0,Spotify,1.0,Yes,Yes,No,Video game music,Yes,Yes,1589948.344992051,Sometimes,Sometimes,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,3.0,6.0,1.0,1.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Medium,0.0
2022-08-28 20:32:41,20.0,Apple Music,4.0,Yes,No,No,R&B,Yes,Yes,113.0,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,9.0,10.0,3.0,0.0,Improve,I understand.,<30,-0.9999997739999997,-0.003179670693163606,High,2.0
2022-08-28 20:33:43,30.0,Spotify,1.0,No,Yes,No,Rock,Yes,No,162.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,8.0,5.0,8.0,9.0,Improve,I understand.,<30,-0.9999996759999997,-0.003179572693163602,Medium,0.0
2022-08-28 20:37:41,26.0,Other streaming service,4.0,Yes,No,No,Pop,No,No,1589948.344992051,Rarely,Very frequently,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Never,Sometimes,Never,8.0,7.0,7.0,3.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,2.0
2022-08-28 20:43:43,19.0,Spotify,5.0,Yes,No,No,Rock,Yes,Yes,111.0,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9.0,9.0,9.0,3.0,No effect,I understand.,<30,-0.9999997779999997,-0.0031796746931636037,High,2.0
2022-08-28 20:50:37,21.0,Spotify,5.0,Yes,No,No,Country,Yes,No,85.0,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,9.0,8.0,9.0,7.0,Improve,I understand.,<30,-0.9999998299999998,-0.0031797266931636874,High,2.0
2022-08-28 20:57:16,33.0,Spotify,7.0,Yes,No,No,Rock,Yes,Yes,134.0,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,9.0,3.0,7.0,8.0,Improve,I understand.,30-40,-0.9999997319999997,-0.003179628693163572,Low,2.0
2022-08-28 20:57:57,28.0,YouTube Music,2.0,Yes,No,No,Rock,Yes,No,172.0,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,10.0,8.0,6.0,2.0,Improve,I understand.,<30,-0.9999996559999996,-0.0031795526931635014,High,1.0
2022-08-28 21:01:18,25.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,180.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9.0,6.0,3.0,0.0,Improve,I understand.,<30,-0.9999996399999996,-0.00317953669316351,Medium,1.0
2022-08-28 21:03:23,22.0,YouTube Music,2.0,Yes,No,No,Pop,No,No,120.0,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,7.0,7.0,8.0,3.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,High,1.0
2022-08-28 21:06:09,19.0,Spotify,3.0,Yes,No,Yes,Rock,Yes,Yes,76.0,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,9.0,10.0,4.0,0.0,Improve,I understand.,<30,-0.9999998479999999,-0.003179744693163733,High,1.0
2022-08-28 21:11:09,44.0,Other streaming service,3.0,Yes,No,No,Folk,Yes,Yes,130.0,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,9.0,9.0,8.0,2.0,Improve,I understand.,40-50,-0.9999997399999997,-0.003179636693163568,High,1.0
2022-08-28 21:14:34,22.0,Spotify,3.0,Yes,No,No,Rock,No,No,1589948.344992051,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Rarely,9.0,10.0,3.0,9.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,1.0
2022-08-28 21:14:51,26.0,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,109.0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,10.0,9.0,8.0,8.0,Improve,I understand.,<30,-0.9999997819999998,-0.003179678693163712,High,2.0
2022-08-28 21:23:07,23.0,I do not use a streaming service.,6.0,Yes,No,Yes,Classical,No,Yes,96.0,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,6.0,5.0,6.0,8.0,Improve,I understand.,<30,-0.9999998079999998,-0.0031797046931636434,Medium,2.0
2022-08-28 21:24:10,17.0,Spotify,2.0,No,No,No,R&B,No,Yes,148.0,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,8.0,6.0,10.0,3.0,Improve,I understand.,<30,-0.9999997039999997,-0.0031796006931635867,Medium,1.0
2022-08-28 21:26:19,42.0,YouTube Music,2.0,No,No,No,Metal,Yes,No,1589948.344992051,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,8.0,3.0,6.0,4.0,Improve,I understand.,40-50,-0.996820103306836,1.1102230246251568e-16,Low,1.0
2022-08-28 21:28:30,30.0,Spotify,1.0,No,Yes,No,Rock,Yes,No,129.0,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,4.0,2.0,1.0,3.0,Improve,I understand.,<30,-0.9999997419999997,-0.0031796386931636227,Low,0.0
2022-08-28 21:30:33,35.0,Spotify,1.0,Yes,No,No,Pop,Yes,Yes,81.0,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,2.0,1.0,1.0,1.0,No effect,I understand.,30-40,-0.9999998379999998,-0.003179734693163683,Low,0.0
2022-08-28 21:30:41,20.0,Spotify,3.0,No,No,No,Rock,Yes,No,136.0,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,10.0,10.0,7.0,3.0,Improve,I understand.,<30,-0.9999997279999997,-0.003179624693163574,High,1.0
2022-08-28 21:31:40,18.0,Spotify,3.0,Yes,No,No,Rap,Yes,Yes,155.0,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,8.0,9.0,0.0,0.0,Improve,I understand.,<30,-0.9999996899999997,-0.003179586693163539,High,1.0
2022-08-28 21:47:26,21.0,Spotify,1.0,No,No,No,Pop,No,Yes,1589948.344992051,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,4.0,9.0,6.0,2.0,No effect,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,0.0
2022-08-28 21:48:12,19.0,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,52.0,Never,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,4.0,2.0,0.0,0.0,Improve,I understand.,<30,-0.9999998959999999,-0.0031797926931638187,Low,2.0
2022-08-28 21:48:29,37.0,Spotify,4.0,Yes,No,No,Rock,Yes,No,97.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Never,9.0,2.0,7.0,7.0,Improve,I understand.,30-40,-0.9999998059999998,-0.0031797026931637,Low,2.0
2022-08-28 21:52:44,31.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,92.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,8.0,6.0,7.0,5.0,Improve,I understand.,30-40,-0.9999998159999998,-0.0031797126931636392,Medium,1.0
2022-08-28 21:54:05,29.0,Spotify,2.0,Yes,Yes,No,Folk,Yes,Yes,100.0,Never,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Rarely,6.0,5.0,4.0,2.0,Improve,I understand.,<30,-0.9999997999999998,-0.0031796966931636472,Medium,1.0
2022-08-28 21:55:05,20.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,120.0,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,8.0,5.0,2.0,3.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,Medium,1.0
2022-08-28 21:55:22,36.0,I do not use a streaming service.,8.0,Yes,Yes,Yes,Video game music,No,Yes,143.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,7.0,6.0,6.0,1.0,No effect,I understand.,30-40,-0.9999997139999998,-0.003179610693163637,Medium,2.0
2022-08-28 22:03:40,18.0,Spotify,3.0,Yes,Yes,No,Rock,Yes,No,118.0,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10.0,2.0,0.0,0.0,Improve,I understand.,<30,-0.9999997639999998,-0.0031796606931636666,Low,1.0
2022-08-28 22:04:16,18.0,Spotify,2.0,Yes,No,No,K pop,Yes,Yes,130.0,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,6.0,0.0,0.0,0.0,Improve,I understand.,<30,-0.9999997399999997,-0.003179636693163568,Low,1.0
2022-08-28 22:05:53,25.0,Spotify,7.0,Yes,No,No,Pop,No,Yes,120.0,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,2.0,0.0,1.0,0.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,Low,2.0
2022-08-28 22:06:46,18.0,YouTube Music,12.0,Yes,No,No,K pop,Yes,Yes,126.0,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,3.0,7.0,5.0,2.0,Improve,I understand.,<30,-0.9999997479999998,-0.003179644693163675,High,2.0
2022-08-28 22:09:11,31.0,YouTube Music,9.0,Yes,No,No,Pop,Yes,Yes,158.0,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Sometimes,9.0,0.0,2.0,0.0,Improve,I understand.,30-40,-0.9999996839999997,-0.0031795806931635973,Low,2.0
2022-08-28 22:10:24,17.0,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,160.0,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Never,5.0,4.0,1.0,1.0,Improve,I understand.,<30,-0.9999996799999997,-0.0031795766931636,Medium,1.0
2022-08-28 22:11:31,21.0,Spotify,1.0,Yes,No,No,Folk,No,Yes,1589948.344992051,Never,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Very frequently,8.0,4.0,0.0,1.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Medium,0.0
2022-08-28 22:13:00,30.0,Other streaming service,1.0,No,No,No,Country,No,No,119.0,Never,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8.0,10.0,2.0,0.0,Improve,I understand.,<30,-0.9999997619999997,-0.0031796586931636117,High,0.0
2022-08-28 22:14:01,40.0,Apple Music,2.0,Yes,No,No,Metal,Yes,Yes,120.0,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,3.0,6.0,2.0,1.0,No effect,I understand.,30-40,-0.9999997599999998,-0.0031796566931636687,Medium,1.0
2022-08-28 22:14:30,64.0,I do not use a streaming service.,4.0,Yes,No,No,Rock,No,No,200.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4.0,4.0,2.0,1.0,Improve,I understand.,50+,-0.9999995999999997,-0.0031794966931635305,Medium,2.0
2022-08-28 22:21:12,14.0,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,136.0,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7.0,5.0,2.0,6.0,Improve,I understand.,<30,-0.9999997279999997,-0.003179624693163574,Medium,1.0
2022-08-28 22:30:17,26.0,YouTube Music,6.0,Yes,No,No,Rock,Yes,No,104.0,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Very frequently,Never,3.0,2.0,0.0,0.0,No effect,I understand.,<30,-0.9999997919999998,-0.003179688693163652,Low,2.0
2022-08-28 22:32:47,35.0,Spotify,4.0,Yes,Yes,Yes,Country,Yes,Yes,90.0,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,9.0,9.0,5.0,1.0,Improve,I understand.,30-40,-0.9999998199999999,-0.0031797166931637477,High,2.0
2022-08-28 22:38:36,33.0,Other streaming service,1.0,No,No,No,Rock,No,No,120.0,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Never,3.0,10.0,4.0,1.0,No effect,I understand.,30-40,-0.9999997599999998,-0.0031796566931636687,High,0.0
2022-08-28 22:39:24,30.0,Spotify,6.0,Yes,No,No,Folk,Yes,Yes,89.0,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Never,9.0,0.0,5.0,0.0,No effect,I understand.,<30,-0.9999998219999998,-0.0031797186931636916,Low,2.0
2022-08-28 22:39:58,31.0,Spotify,2.0,No,Yes,No,Metal,Yes,Yes,95.0,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,7.0,6.0,6.0,5.0,Improve,I understand.,30-40,-0.9999998099999998,-0.0031797066931636975,Medium,1.0
2022-08-28 22:49:17,27.0,Spotify,5.0,Yes,No,Yes,Folk,Yes,Yes,140.0,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Very frequently,0.0,9.0,4.0,0.0,Improve,I understand.,<30,-0.9999997199999997,-0.0031796166931635787,High,2.0
2022-08-28 22:51:01,53.0,I do not use a streaming service.,1.5,No,No,No,Pop,Yes,Yes,92.0,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,2.0,2.0,2.0,1.0,No effect,I understand.,50+,-0.9999998159999998,-0.0031797126931636392,Low,0.0
2022-08-28 22:51:30,23.0,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,120.0,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,6.0,9.0,2.0,1.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,High,2.0
2022-08-28 22:53:43,25.0,Spotify,2.0,Yes,No,Yes,EDM,Yes,No,128.0,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,6.0,4.0,1.0,0.0,Improve,I understand.,<30,-0.9999997439999997,-0.003179640693163566,Medium,1.0
2022-08-28 22:58:10,16.0,Apple Music,4.0,Yes,Yes,No,K pop,Yes,Yes,140.0,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,8.0,9.0,4.0,0.0,Improve,I understand.,<30,-0.9999997199999997,-0.0031796166931635787,High,2.0
2022-08-28 23:04:08,18.0,Spotify,2.0,Yes,Yes,Yes,Rock,Yes,No,1589948.344992051,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Never,6.0,7.0,4.0,3.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,1.0
2022-08-28 23:08:27,29.0,Spotify,5.0,Yes,Yes,Yes,Classical,Yes,Yes,1589948.344992051,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,7.0,2.0,2.0,0.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Low,2.0
2022-08-28 23:19:35,31.0,YouTube Music,6.0,Yes,No,No,EDM,Yes,Yes,136.0,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,8.0,6.0,5.0,6.0,No effect,I understand.,30-40,-0.9999997279999997,-0.003179624693163574,Medium,2.0
2022-08-28 23:23:20,31.0,Spotify,1.0,No,No,No,Rock,No,Yes,132.0,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,3.0,10.0,0.0,0.0,Worsen,I understand.,30-40,-0.9999997359999997,-0.0031796326931635703,High,0.0
2022-08-28 23:23:41,38.0,Spotify,6.0,Yes,Yes,No,Pop,Yes,Yes,107.0,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9.0,4.0,9.0,7.0,Improve,I understand.,30-40,-0.9999997859999998,-0.0031796826931637105,Medium,2.0
2022-08-28 23:23:50,17.0,Spotify,4.0,No,Yes,No,Classical,Yes,Yes,135.0,Very frequently,Never,Never,Never,Never,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,7.0,9.0,2.0,8.0,Worsen,I understand.,<30,-0.9999997299999998,-0.003179626693163629,High,2.0
2022-08-28 23:26:58,25.0,Apple Music,2.0,No,No,No,EDM,No,Yes,171.0,Never,Sometimes,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10.0,3.0,1.0,4.0,Improve,I understand.,<30,-0.9999996579999997,-0.0031795546931635554,Low,1.0
2022-08-28 23:34:19,20.0,Spotify,2.0,No,Yes,Yes,Metal,No,Yes,220.0,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Rarely,0.0,0.0,0.0,1.0,No effect,I understand.,<30,-0.9999995599999996,-0.003179456693163441,Low,1.0
2022-08-28 23:34:37,15.0,Spotify,2.0,Yes,No,No,EDM,No,No,171.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,9.0,6.0,1.0,7.0,No effect,I understand.,<30,-0.9999996579999997,-0.0031795546931635554,Medium,1.0
2022-08-28 23:40:54,16.0,Spotify,4.0,Yes,No,Yes,Lofi,Yes,No,85.0,Rarely,Rarely,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,7.0,1.0,3.0,5.0,Improve,I understand.,<30,-0.9999998299999998,-0.0031797266931636874,Low,2.0
2022-08-28 23:42:24,20.0,Spotify,2.0,Yes,Yes,No,EDM,No,Yes,174.0,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,9.0,7.0,5.0,7.0,Improve,I understand.,<30,-0.9999996519999996,-0.0031795486931635035,High,1.0
