Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions,age_group,BPM_scaled,BPM_pca,Depression_Width_Bin,Hours_per_day_Equal_Freq_Bin
2022-08-27 22:51:15,18.0,Spotify,3.0,Yes,Yes,No,Country,Yes,No,1589948.344992051,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Never,7.0,7.0,4.0,7.0,No effect,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,1.0
2022-08-27 23:00:32,19.0,YouTube Music,8.0,Yes,No,No,EDM,Yes,No,125.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,1.0,0.0,0.0,1.0,Improve,I understand.,<30,-0.9999997499999997,-0.003179646693163618,Low,2.0
2022-08-27 23:04:00,25.206802721088437,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,1589948.344992051,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Never,9.0,3.0,2.0,7.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Low,1.0
2022-08-27 23:12:03,19.0,Spotify,2.0,Yes,No,No,Country,Yes,No,88.0,Never,Very frequently,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,2.0,1.0,2.0,0.0,Improve,I understand.,<30,-0.9999998239999999,-0.003179720693163746,Low,1.0
2022-08-27 23:16:06,18.0,Spotify,4.0,Yes,Yes,No,Jazz,Yes,Yes,148.0,Very frequently,Rarely,Never,Never,Never,Never,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,6.0,4.0,7.0,0.0,Improve,I understand.,<30,-0.9999997039999997,-0.0031796006931635867,Medium,2.0
2022-08-27 23:19:52,17.0,Spotify,2.0,No,No,No,Pop,Yes,Yes,1589948.344992051,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,7.0,5.0,4.0,1.0,Worsen,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Medium,1.0
2022-08-27 23:39:41,16.0,Spotify,8.0,Yes,No,No,Hip hop,Yes,Yes,103.0,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,8.0,8.0,4.0,3.0,Improve,I understand.,<30,-0.9999997939999998,-0.0031796906931637063,High,2.0
2022-08-27 23:39:49,16.0,Spotify,12.0,Yes,No,Yes,Hip hop,Yes,Yes,120.0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,5.0,7.0,10.0,0.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,High,2.0
2022-08-27 23:40:55,17.0,Spotify,24.0,Yes,No,No,Rap,Yes,No,99.0,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,7.0,5.0,0.0,3.0,Improve,I understand.,<30,-0.9999998019999998,-0.003179698693163702,Medium,2.0
2022-08-27 23:41:36,15.0,Spotify,3.0,No,No,No,Hip hop,No,No,120.0,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,7.0,3.0,0.0,2.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,Low,1.0
2022-08-27 23:43:06,15.0,Apple Music,8.0,Yes,No,No,Hip hop,Yes,Yes,120.0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,6.0,9.0,3.0,0.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,High,2.0
2022-08-28 00:28:02,17.0,Spotify,4.0,Yes,No,No,Rap,Yes,No,125.0,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,10.0,10.0,2.0,4.0,Improve,I understand.,<30,-0.9999997499999997,-0.003179646693163618,High,2.0
2022-08-28 01:39:02,19.0,I do not use a streaming service.,5.0,Yes,No,No,R&B,Yes,Yes,118.0,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,6.0,7.0,5.0,4.0,Improve,I understand.,<30,-0.9999997639999998,-0.0031796606931636666,High,2.0
2022-08-28 03:19:08,18.0,Spotify,2.0,Yes,No,No,Pop,No,Yes,79.0,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Very frequently,Never,Never,Never,Rarely,3.0,3.0,8.0,6.0,No effect,I understand.,<30,-0.9999998419999998,-0.003179738693163681,Low,1.0
2022-08-28 04:13:11,16.0,Other streaming service,3.0,Yes,Yes,Yes,Rock,Yes,Yes,84.0,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Sometimes,10.0,6.0,8.0,10.0,Improve,I understand.,<30,-0.9999998319999999,-0.003179728693163742,Medium,1.0
2022-08-28 04:38:14,18.0,Spotify,2.0,No,No,No,Pop,Yes,Yes,169.0,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,7.0,4.0,2.0,5.0,Improve,I understand.,<30,-0.9999996619999997,-0.0031795586931635538,Medium,1.0
2022-08-28 04:40:36,14.0,Spotify,12.0,Yes,Yes,Yes,Rock,Yes,Yes,136.0,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,8.0,6.0,10.0,5.0,Improve,I understand.,<30,-0.9999997279999997,-0.003179624693163574,Medium,2.0
2022-08-28 05:05:51,18.0,YouTube Music,6.0,Yes,Yes,Yes,Pop,No,Yes,101.0,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,3.0,2.0,1.0,2.0,Improve,I understand.,<30,-0.9999997979999998,-0.0031796946931637042,Low,2.0
2022-08-28 05:16:30,17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,Yes,126.0,Never,Very frequently,Rarely,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,6.0,6.0,4.0,5.0,Improve,I understand.,<30,-0.9999997479999998,-0.003179644693163675,Medium,1.0
2022-08-28 08:36:27,17.0,Apple Music,1.0,Yes,No,No,Pop,Yes,No,183.0,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,8.0,2.0,1.0,5.0,Improve,I understand.,<30,-0.9999996339999996,-0.0031795306931634575,Low,0.0
2022-08-28 10:30:22,20.0,Apple Music,5.0,Yes,Yes,No,Rock,Yes,Yes,1589948.344992051,Never,Rarely,Rarely,Very frequently,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,7.0,7.0,2.0,0.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,2.0
2022-08-28 10:38:05,19.0,Spotify,2.0,Yes,No,No,Classical,No,No,120.0,Very frequently,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,4.0,4.0,4.0,3.0,No effect,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,Medium,1.0
2022-08-28 10:54:30,19.0,Spotify,6.0,Yes,Yes,No,Metal,Yes,Yes,1589948.344992051,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,9.0,8.0,2.0,3.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,2.0
2022-08-28 10:59:53,17.0,Spotify,4.0,No,No,No,Rock,Yes,Yes,142.0,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Rarely,5.0,6.0,6.0,1.0,Improve,I understand.,<30,-0.9999997159999997,-0.003179612693163581,Medium,2.0
2022-08-28 11:08:51,16.0,Spotify,1.0,Yes,No,No,Classical,No,No,75.0,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,0.0,0.0,0.0,0.0,No effect,I understand.,<30,-0.9999998499999998,-0.003179746693163677,Low,0.0
2022-08-28 11:13:25,18.0,Spotify,5.0,Yes,Yes,No,Pop,Yes,No,120.0,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,3.0,2.0,1.0,1.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,Low,2.0
2022-08-28 11:25:49,21.0,Spotify,4.0,Yes,No,No,Pop,No,Yes,89.0,Never,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,6.0,8.0,0.0,2.0,Improve,I understand.,<30,-0.9999998219999998,-0.0031797186931636916,High,2.0
2022-08-28 11:27:15,17.0,Other streaming service,3.0,Yes,No,No,Pop,Yes,No,1589948.344992051,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Never,2.0,0.0,4.0,0.0,No effect,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Low,1.0
2022-08-28 11:36:35,26.0,Other streaming service,0.5,No,No,No,Rock,No,Yes,140.0,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Very frequently,Never,9.0,8.0,1.0,0.0,No effect,I understand.,<30,-0.9999997199999997,-0.0031796166931635787,High,0.0
2022-08-28 11:39:21,20.0,Spotify,4.0,Yes,No,No,EDM,Yes,No,161.0,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,7.0,2.0,8.0,6.0,Improve,I understand.,<30,-0.9999996779999997,-0.0031795746931635453,Low,2.0
2022-08-28 11:50:31,23.0,YouTube Music,2.0,Yes,Yes,Yes,Video game music,Yes,No,80.0,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,4.0,2.0,3.0,4.0,Improve,I understand.,<30,-0.9999998399999999,-0.003179736693163737,Low,1.0
2022-08-28 11:54:45,18.0,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,130.0,Very frequently,Never,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7.0,6.0,5.0,0.0,Improve,I understand.,<30,-0.9999997399999997,-0.003179636693163568,Medium,2.0
2022-08-28 11:55:54,37.0,YouTube Music,0.25,No,No,No,Video game music,Yes,No,147.0,Very frequently,Rarely,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,3.0,2.0,10.0,0.0,No effect,I understand.,30-40,-0.9999997059999997,-0.0031796026931635306,Low,0.0
2022-08-28 11:58:48,17.0,Spotify,3.0,Yes,No,No,Classical,Yes,Yes,120.0,Very frequently,Never,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,6.0,6.0,8.0,2.0,Improve,I understand.,<30,-0.9999997599999998,-0.0031796566931636687,Medium,1.0
2022-08-28 12:08:29,18.0,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,77.0,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,1.0,0.0,8.0,2.0,No effect,I understand.,<30,-0.9999998459999998,-0.003179742693163679,Low,2.0
2022-08-28 12:12:35,17.0,I do not use a streaming service.,1.0,Yes,Yes,Yes,Folk,No,No,118.0,Never,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,7.0,3.0,1.0,5.0,Improve,I understand.,<30,-0.9999997639999998,-0.0031796606931636666,Low,0.0
2022-08-28 12:15:02,36.0,Spotify,1.0,No,Yes,Yes,Classical,No,No,132.0,Very frequently,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Never,8.0,9.0,3.0,0.0,No effect,I understand.,30-40,-0.9999997359999997,-0.0031796326931635703,High,0.0
2022-08-28 12:23:52,24.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,115.0,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,9.0,6.0,4.0,3.0,Improve,I understand.,<30,-0.9999997699999997,-0.0031796666931636075,Medium,1.0
2022-08-28 12:30:08,18.0,Spotify,5.0,Yes,No,Yes,Metal,Yes,Yes,157.0,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Never,7.0,9.0,5.0,0.0,Improve,I understand.,<30,-0.9999996859999997,-0.003179582693163541,High,2.0
2022-08-28 12:32:09,19.0,Spotify,3.0,Yes,No,No,Pop,No,Yes,90.0,Sometimes,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,7.0,4.0,2.0,4.0,No effect,I understand.,<30,-0.9999998199999999,-0.0031797166931637477,Medium,1.0
2022-08-28 12:37:17,17.0,Apple Music,2.0,Yes,Yes,No,EDM,Yes,No,128.0,Never,Rarely,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,0.0,0.0,0.0,0.0,Improve,I understand.,<30,-0.9999997439999997,-0.003179640693163566,Low,1.0
2022-08-28 12:39:49,16.0,Spotify,6.0,Yes,No,No,K pop,Yes,Yes,169.0,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,7.0,8.0,7.0,5.0,Improve,I understand.,<30,-0.9999996619999997,-0.0031795586931635538,High,2.0
2022-08-28 12:52:19,23.0,Apple Music,1.0,No,No,No,Rap,No,Yes,140.0,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Rarely,10.0,6.0,3.0,10.0,No effect,I understand.,<30,-0.9999997199999997,-0.0031796166931635787,Medium,0.0
2022-08-28 12:53:01,23.0,Spotify,12.0,Yes,No,No,Pop,Yes,Yes,96.0,Very frequently,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,3.0,7.0,5.0,5.0,No effect,I understand.,<30,-0.9999998079999998,-0.0031797046931636434,High,2.0
2022-08-28 12:54:35,22.0,Spotify,4.0,Yes,No,Yes,Rock,Yes,Yes,126.0,Rarely,Never,Rarely,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Rarely,8.0,7.0,4.0,3.0,Improve,I understand.,<30,-0.9999997479999998,-0.003179644693163675,High,2.0
2022-08-28 13:01:42,16.0,Apple Music,2.0,Yes,Yes,No,Classical,Yes,No,1589948.344992051,Very frequently,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,0.0,0.0,1.0,3.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,Low,1.0
2022-08-28 13:05:46,18.0,Spotify,6.0,Yes,No,No,Rock,Yes,No,91.0,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,8.0,6.0,2.0,10.0,No effect,I understand.,<30,-0.9999998179999998,-0.0031797146931636933,Medium,2.0
2022-08-28 13:08:24,42.0,I do not use a streaming service.,0.0,Yes,No,No,Rock,No,Yes,1589948.344992051,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,9.0,0.0,10.0,0.0,No effect,I understand.,40-50,-0.996820103306836,1.1102230246251568e-16,Low,0.0
2022-08-28 13:09:53,23.0,Spotify,7.0,Yes,No,No,Folk,Yes,Yes,55.0,Rarely,Very frequently,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,6.0,4.0,2.0,3.0,Improve,I understand.,<30,-0.9999998899999999,-0.003179786693163767,Medium,2.0
2022-08-28 13:18:19,23.0,I do not use a streaming service.,1.0,Yes,Yes,No,Video game music,No,No,85.0,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,7.0,0.0,0.0,2.0,Improve,I understand.,<30,-0.9999998299999998,-0.0031797266931636874,Low,0.0
2022-08-28 13:22:36,19.0,YouTube Music,1.0,No,Yes,No,K pop,Yes,Yes,160.0,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Rarely,10.0,1.0,0.0,0.0,Improve,I understand.,<30,-0.9999996799999997,-0.0031795766931636,Low,0.0
2022-08-28 13:22:53,22.0,Pandora,1.0,No,Yes,No,Rock,Yes,No,108.0,Rarely,Never,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Rarely,8.0,7.0,0.0,5.0,Improve,I understand.,<30,-0.9999997839999998,-0.003179680693163656,High,0.0
2022-08-28 13:34:00,15.0,Other streaming service,2.0,Yes,Yes,No,Rock,No,No,156.0,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Sometimes,3.0,2.0,6.0,7.0,Improve,I understand.,<30,-0.9999996879999997,-0.0031795846931635956,Low,1.0
2022-08-28 13:34:27,25.0,Spotify,2.0,No,No,No,Metal,No,Yes,170.0,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,5.0,5.0,3.0,1.0,No effect,I understand.,<30,-0.9999996599999996,-0.0031795566931634993,Medium,1.0
2022-08-28 13:42:20,32.0,Spotify,5.0,Yes,No,No,Rock,No,Yes,91.0,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Never,10.0,10.0,3.0,1.0,Worsen,I understand.,30-40,-0.9999998179999998,-0.0031797146931636933,High,2.0
2022-08-28 13:43:06,36.0,Spotify,6.0,Yes,No,No,Metal,Yes,Yes,174.0,Very frequently,Never,Rarely,Very frequently,Never,Never,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Very frequently,5.0,4.0,10.0,2.0,Improve,I understand.,30-40,-0.9999996519999996,-0.0031795486931635035,Medium,2.0
2022-08-28 13:46:03,24.0,Spotify,3.0,No,No,No,Rock,Yes,Yes,130.0,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Never,Never,Very frequently,Never,0.0,0.0,8.0,0.0,No effect,I understand.,<30,-0.9999997399999997,-0.003179636693163568,Low,1.0
2022-08-28 13:48:11,29.0,Spotify,4.0,No,No,No,Hip hop,Yes,No,140.0,Rarely,Sometimes,Rarely,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,8.0,8.0,5.0,10.0,Improve,I understand.,<30,-0.9999997199999997,-0.0031796166931635787,High,2.0
2022-08-28 13:55:45,41.0,Apple Music,3.0,Yes,Yes,Yes,Metal,Yes,Yes,130.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Never,10.0,7.0,8.0,0.0,Improve,I understand.,40-50,-0.9999997399999997,-0.003179636693163568,High,1.0
2022-08-28 13:57:47,36.0,I do not use a streaming service.,2.0,Yes,Yes,Yes,Rock,Yes,No,127.0,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,7.0,3.0,1.0,1.0,Improve,I understand.,30-40,-0.9999997459999997,-0.0031796426931636206,Low,1.0
2022-08-28 13:59:16,19.0,YouTube Music,3.0,Yes,No,No,Rock,Yes,No,160.0,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,8.0,7.0,4.0,0.0,Improve,I understand.,<30,-0.9999996799999997,-0.0031795766931636,High,1.0
2022-08-28 14:00:18,31.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,1589948.344992051,Never,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Never,Very frequently,Never,10.0,2.0,0.0,5.0,No effect,I understand.,30-40,-0.996820103306836,1.1102230246251568e-16,Low,1.0
2022-08-28 14:01:08,16.0,Spotify,4.0,Yes,No,No,Rock,No,Yes,1589948.344992051,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9.0,8.0,1.0,2.0,Improve,I understand.,<30,-0.996820103306836,1.1102230246251568e-16,High,2.0
2022-08-28 14:02:12,26.0,Spotify,2.0,Yes,Yes,Yes,Hip hop,Yes,Yes,165.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,6.0,3.0,1.0,1.0,Improve,I understand.,<30,-0.9999996699999997,-0.0031795666931635496,Low,1.0
